FFT12	37.298029	-70.146835	-39.642411
FT14h	22.756528	-68.363967	-53.175884
AF14h	75.761096	-55.957858	-20.268738
F14	61.398848	-64.277952	-31.923371
FFT14	50.906802	-64.053403	-44.672341
F14h	38.922316	-62.753435	-58.488717
AFp14	83.356436	-43.154758	-21.425458
AFF14	68.516684	-55.252204	-40.927107
F16h	57.740288	-56.603985	-51.510549
AFp13	82.164682	45.222605	-20.268187
AFF13	67.238513	57.503532	-39.457925
F15h	56.863527	59.326938	-50.42429
AF13h	74.321206	57.76405	-18.807456
F13	59.951897	66.125039	-30.262765
FFT13	49.72225	66.308961	-43.221015
F13h	37.642516	64.887944	-56.854313
AFF11	63.573419	67.35361	-12.567346
F11	46.270404	73.334138	-23.841462
FT11	35.992872	72.038002	-38.052449
FT13h	21.470353	70.283408	-51.626766
F11h	52.717158	73.767278	-2.561406
FFT9	37.071923	77.75771	0.869034
FT11h	30.187667	77.436978	-18.247907
FTT11	18.52255	75.250669	-34.252279
T13h	3.651574	71.423946	-48.866877
